,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
1015,Color,Steven Soderbergh,186.0,116.0,,471.0,Bernie Mac,11000.0,254934021,Crime|Thriller,Brad Pitt,Ocean's Eleven ,402645,13028,Elliott Gould,4.0,card dealer|casino|criminal mastermind|recruiting|ulcer,845.0,English,USA,PG-13,118149999.99999999,2001,1000.0,7.8,2.35,
1016,Color,Dominic Sena,166.0,99.0,57.0,820.0,Don Cheadle,20000.0,96984426,Action|Crime|Thriller,Hugh Jackman,Swordfish ,155532,25942,Sam Shepard,4.0,computer|secret agent|terrorism|told in flashback|wearing a sound wire,543.0,English,USA,R,111199999.99999999,2001,3000.0,6.5,2.35,
1017,Color,Barry Levinson,132.0,123.0,272.0,193.0,Brían F. O'Byrne,13000.0,57717346,Comedy|Crime|Drama|Romance,Bruce Willis,Bandits ,57038,13934,Azura Skye,2.0,bank manager|hypochondriac|love triangle|prison|television,261.0,English,USA,PG-13,111199999.99999999,2001,450.0,6.6,2.35,
1018,Color,Henry Selick,74.0,93.0,253.0,637.0,Bridget Fonda,3000.0,7519228,Animation|Comedy|Fantasy,Brendan Fraser,Monkeybone ,14280,5580,Megan Mullally,0.0,carnival|coma|death|monkey|nightmare,171.0,English,USA,PG-13,104250000.0,2001,889.0,4.7,1.85,683.0
1019,Color,Steve Carr,91.0,87.0,41.0,574.0,Jeffrey Jones,1000.0,157001502,Comedy|Family|Fantasy,Raven-Symoné,Dr. Dolittle 2 ,33884,3287,Kevin Pollak,0.0,bear|doctor|false accusation|man with glasses|second part,79.0,English,USA,PG,100080000.0,2001,692.0,4.6,2.35,266.0
1020,Color,Renny Harlin,109.0,116.0,212.0,462.0,Estella Warren,13000.0,45337447,Action|Drama|Sport,Sylvester Stallone,Driven ,34435,14780,Cristián de la Fuente,0.0,car race|german|race car|race car driver|rookie,346.0,English,USA,PG-13,100080000.0,2001,658.0,4.5,2.35,886.0
1021,Color,Frank Darabont,128.0,152.0,,745.0,Hal Holbrook,940.0,38636498,Drama|Romance,Martin Landau,The Majestic ,45031,4310,Jeffrey DeMunn,1.0,amnesia|california|communist|small town|writer,376.0,English,USA,PG,100080000.0,2001,826.0,6.9,1.85,
1022,Color,Bobby Farrelly,81.0,95.0,101.0,443.0,Brandy Norwood,2000.0,18899706,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,Ron Howard,Osmosis Jones ,25572,3734,David Hyde Pierce,0.0,blood|body|egg|virus|white blood cell,123.0,English,USA,PG,97300000.0,2001,509.0,6.2,2.35,2000.0
1023,Color,Cameron Crowe,153.0,141.0,488.0,509.0,Ivana Milicevic,10000.0,139854652,Fantasy|Mystery|Romance|Sci-Fi|Thriller,Tom Cruise,Vanilla Sky ,206776,11458,Noah Taylor,1.0,death|dream|love|lynchian|reality,1248.0,English,USA,R,94520000.0,2001,834.0,6.9,1.85,
1024,Color,Frank Oz,141.0,124.0,,580.0,Marlon Brando,22000.0,98787138,Crime|Drama|Thriller,Robert De Niro,The Score ,101899,32871,Gary Farmer,0.0,partner|running|scepter|surveillance|thief,445.0,English,USA,R,94520000.0,2001,10000.0,6.8,2.35,
1025,Color,Jean-Jacques Annaud,187.0,131.0,218.0,29.0,Gabriel Thomson,5000.0,71441525,Drama|History|War,Bob Hoskins,Enemy at the Gates ,188887,5103,Clemens Schick,1.0,battle|german|russian|sniper|stalingrad,662.0,English,USA,R,94520000.0,2001,35.0,7.6,2.35,
1026,Color,Brian Helgeland,167.0,144.0,241.0,996.0,Rufus Sewell,13000.0,77956712,Action|Adventure|Romance,Heath Ledger,A Knight's Tale ,137003,18761,Bérénice Bejo,1.0,chaucer|jousting|knight|medieval times|tournament,658.0,English,USA,PG-13,90350000.0,2001,3000.0,6.9,2.35,
1027,Color,Andrew Adamson,212.0,90.0,80.0,21.0,Chris Miller,145.0,372036302,Adventure|Animation|Comedy|Family|Fantasy,Kathleen Freeman,Shrek ,467113,275,Bobby Block,1.0,donkey|fairy tale|ogre|princess|swamp,945.0,English,USA,PG,83400000.0,2001,50.0,7.9,1.85,
1028,Color,Lawrence Guterman,105.0,87.0,6.0,405.0,Elizabeth Perkins,3000.0,129791459,Action|Comedy|Family|Fantasy,Carol Ann Susi,Cats & Dogs ,46031,4171,Miriam Margolyes,0.0,cartoon on tv|cat|dog|scientist|secret agent,235.0,English,USA,PG,83400000.0,2001,664.0,5.2,1.85,
1029,Color,Lee Tamahori,133.0,104.0,93.0,878.0,Billy Burke,11000.0,102941590,Crime|Drama|Thriller,Morgan Freeman,Along Came a Spider ,59232,17109,Monica Potter,0.0,kidnapping|partner|ransom|school|secret service,317.0,English,USA,R,83400000.0,2001,2000.0,6.3,2.35,
1030,Color,Rod Lurie,110.0,131.0,37.0,507.0,Delroy Lindo,968.0,25309228,Action|Drama|Thriller,Clifton Collins Jr.,The Last Castle ,57100,3012,Michael Irby,3.0,colonel|general|military|prison|three star general,281.0,English,USA,R,83400000.0,2001,848.0,6.9,2.35,
1031,Color,Ron Howard,205.0,135.0,2000.0,535.0,Austin Pendleton,1000.0,237285504,Biography|Drama,Adam Goldberg,A Beautiful Mind ,610568,2827,Judd Hirsch,0.0,conspiracy|cryptography|mathematician|mental illness|nobel prize,1171.0,English,USA,PG-13,80620000.0,2001,592.0,8.2,1.85,29000.0
1032,Color,Stephen Herek,107.0,105.0,65.0,108.0,Dagmara Dominczyk,628.0,23618743,Drama|Music,Beth Grant,Rock Star ,34592,1265,Matthew Glave,0.0,cover band|fired from a job|heavy metal|rock star|tribute band,191.0,English,USA,R,79230000.0,2001,316.0,6.2,2.35,
1033,Color,Harold Becker,98.0,89.0,17.0,303.0,Teri Polo,12000.0,62837885,Crime|Mystery|Thriller,Steve Buscemi,Domestic Disturbance ,21283,13390,Matt O'Leary,1.0,amateur detective|boat builder|boy|stepfather|witness,190.0,English,USA,PG-13,73670000.0,2001,708.0,5.5,2.35,361.0
1034, Black and White,Baz Luhrmann,209.0,127.0,1000.0,653.0,Kylie Minogue,1000.0,79767052,Drama|Musical|Romance,Jim Broadbent,Moulin Rouge! ,224013,2601,Richard Roxburgh,1.0,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,2319.0,English,USA,PG-13,72975000.0,2001,691.0,7.6,2.35,10000.0
1035,Color,Gary Fleder,113.0,113.0,39.0,477.0,Jennifer Esposito,1000.0,76446491,Crime|Drama|Mystery|Thriller,Oliver Platt,Don't Say a Word ,40362,3341,Conrad Goode,0.0,mental institution|post traumatic stress|psychiatrist|vomiting|voyeur,248.0,English,USA,R,69500000.0,2001,912.0,6.3,2.35,970.0
1036,Color,Gil Junger,46.0,95.0,19.0,447.0,Marsha Thomason,1000.0,46457700,Adventure|Comedy|Fantasy,Tom Wilkinson,Black Knight ,30771,2643,Vincent Regan,1.0,14th century|king|knight|sword duel|time travel,164.0,English,USA,PG-13,69500000.0,2001,691.0,4.8,2.35,
1037,Color,James Wong,98.0,85.0,70.0,848.0,Jet Li,26000.0,61028986,Action|Sci-Fi|Thriller,Jason Statham,The One ,77684,32831,Delroy Lindo,1.0,fight|multiverse|police|police officer|prison,294.0,English,USA,PG-13,68110000.0,2001,5000.0,5.9,2.35,
1038,Color,Joe Roth,142.0,102.0,148.0,135.0,Rainn Wilson,8000.0,130114665,Comedy|Romance,Julia Roberts,America's Sweethearts ,47573,9176,Larry King,4.0,actor|love|movie star|press|publicist,343.0,English,USA,PG-13,66719999.99999999,2001,973.0,5.7,2.35,881.0
1039,Color,Iain Softley,140.0,120.0,34.0,1000.0,Jeff Bridges,18000.0,69740734,Drama|Mystery|Sci-Fi,Kevin Spacey,K-PAX ,148490,33615,Alfre Woodard,1.0,extraterrestrial|hospital|patient|planet|science,537.0,English,USA,PG-13,66719999.99999999,2001,12000.0,7.4,2.35,
1040,Color,James Mangold,125.0,123.0,446.0,821.0,Natasha Lyonne,20000.0,65462679,Comedy|Fantasy|Romance,Hugh Jackman,Kate & Leopold ,64595,22209,Bradley Whitford,1.0,bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance,316.0,English,USA,PG-13,66719999.99999999,2001,1000.0,6.4,1.85,
1041,Color,Penny Marshall,89.0,132.0,545.0,807.0,Adam Garcia,919.0,41396219,Biography|Comedy|Drama,Rosie Perez,Riding in Cars with Boys ,22447,4796,Alissa Dean,1.0,boy|college|heroin|working class|writer,210.0,English,USA,PG-13,66719999.99999999,2001,811.0,6.4,1.85,
1042,Color,Antoine Fuqua,109.0,122.0,845.0,854.0,Snoop Dogg,18000.0,106002840,Crime|Drama|Thriller,Denzel Washington,Training Day ,305929,22370,Tom Berenger,2.0,lapd|narc|narcotics|title spoken by character|training,633.0,English,USA,R,62549999.99999999,2001,881.0,7.7,2.35,
1043,Color,Keenen Ivory Wayans,127.0,83.0,322.0,179.0,Veronica Cartwright,1000.0,99075613,Comedy,Natasha Lyonne,Scary Movie 2 ,119590,1645,Andy Richter,7.0,blow job|demon|exorcism|priest|professor,548.0,English,USA,R,62549999.99999999,2001,422.0,5.2,1.85,
1044,Color,Sam Weisman,64.0,94.0,39.0,506.0,Larry Miller,1000.0,44612492,Comedy|Crime,Bernie Mac,What's the Worst That Could Happen? ,12466,3664,Richard Schiff,0.0,businessman|ring|thief|vulgarity|washington d.c.,84.0,English,USA,PG-13,62549999.99999999,2001,611.0,5.5,1.85,304.0
1045,Color,Sean Penn,150.0,124.0,,19.0,Adrien Dorval,723.0,27410702,Crime|Drama|Mystery|Thriller,Costas Mandylor,The Pledge ,42621,793,Nels Lennarson,0.0,nevada|pledge|police|porcupine|search,531.0,English,USA,R,62549999.99999999,2001,44.0,6.8,2.35,
1046,Color,John Herzfeld,151.0,120.0,17.0,808.0,Charlize Theron,22000.0,33881856,Action|Crime|Drama|Thriller,Robert De Niro,15 Minutes ,42547,33585,Kelsey Grammer,1.0,criminal|detective|fire|homicide|media,265.0,English,USA,R,58379999.99999999,2001,9000.0,6.1,2.35,748.0
1047,Color,Demian Lichtenstein,113.0,125.0,11.0,867.0,Bokeem Woodbine,11000.0,21876698,Action|Comedy|Crime|Thriller,Jon Lovitz,3000 Miles to Graceland ,38076,14536,Ice-T,2.0,casino|elvis impersonator|gun|heist|rascal,399.0,English,USA,R,58379999.99999999,2001,904.0,5.9,2.35,
1048,Color,Bobby Farrelly,109.0,114.0,101.0,398.0,Bruce McGill,700.0,98462451,Comedy|Drama|Fantasy|Romance,Jason Alexander,Shallow Hal ,109445,2842,Susan Ward,2.0,dying|friend|inner beauty|love|self help guru,426.0,English,USA,PG-13,55599999.99999999,2001,655.0,5.9,1.85,
1049,Color,John Moore,131.0,106.0,212.0,389.0,David Keith,578.0,82105612,Action|Drama|Thriller|War,Joaquim de Almeida,Behind Enemy Lines ,86902,2544,Sam Jaeger,2.0,battle|massacre|navigator|navy|rescue,411.0,English,USA,PG-13,55599999.99999999,2001,563.0,6.4,2.35,
1050,Color,Pat O'Connor,94.0,119.0,7.0,903.0,Charlize Theron,18000.0,34997649,Drama|Romance,Keanu Reeves,Sweet November ,70292,29484,Frank Langella,1.0,advertising|cancer|dog|san francisco california|terminal illness,274.0,English,USA,PG-13,55599999.99999999,2001,9000.0,6.7,1.85,8000.0
1051,Color,Gary Fleder,83.0,102.0,39.0,259.0,Mekhi Phifer,1000.0,8498789,Drama|Mystery|Sci-Fi|Thriller,Gary Dourdan,Impostor ,19986,2664,Tim Guinee,4.0,alien|android|bomb|future|weapon,207.0,English,USA,R,55599999.99999999,2001,1000.0,6.2,1.85,892.0
1052,Color,Rob Cohen,187.0,106.0,357.0,4000.0,Vin Diesel,23000.0,200872110,Action|Crime|Thriller,Paul Walker,The Fast and the Furious ,272223,45327,Jordana Brewster,2.0,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988.0,English,USA,PG-13,52820000.0,2001,14000.0,6.7,2.35,14000.0
1053,Color,Rob Cohen,187.0,106.0,357.0,4000.0,Vin Diesel,23000.0,200872110,Action|Crime|Thriller,Paul Walker,The Fast and the Furious ,272223,45327,Jordana Brewster,2.0,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988.0,English,USA,PG-13,52820000.0,2001,14000.0,6.7,2.35,14000.0
1054,Color,Rob Cohen,187.0,106.0,357.0,4000.0,Vin Diesel,23000.0,200872110,Action|Crime|Thriller,Paul Walker,The Fast and the Furious ,272227,45327,Jordana Brewster,2.0,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988.0,English,USA,PG-13,52820000.0,2001,14000.0,6.7,2.35,14000.0
1055,Color,Luis Mandoki,106.0,102.0,43.0,280.0,Shirley Knight,308.0,33421899,Drama|Romance,Sonia Braga,Angel Eyes ,19686,1440,Kari Matchett,0.0,apartment|fate|gun|love|mysterious man,180.0,English,USA,R,52820000.0,2001,285.0,5.6,1.85,689.0
1056,Color,John Pasquin,55.0,98.0,11.0,466.0,Ken Marino,854.0,31651500,Comedy|Drama,Jim Belushi,Joe Somebody ,8433,2765,Kelly Lynch,1.0,bully|co worker|divorce|fight|karate,85.0,English,USA,PG,52820000.0,2001,543.0,5.5,1.85,168.0
1057,Color,Steve Miner,31.0,110.0,49.0,427.0,Usher Raymond,1000.0,866489,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,Texas Rangers ,4757,2120,Leonor Varela,2.0,army|mexican|orphan|texas|texas ranger,67.0,English,USA,PG-13,52820000.0,2001,569.0,5.2,2.35,474.0
1058,Color,Garry Marshall,108.0,111.0,,529.0,Hector Elizondo,11000.0,150460235,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries ,94049,13645,Heather Matarazzo,2.0,cinderella story|fish out of water|makeover|manners|princess,301.0,English,USA,G,51430000.0,2001,995.0,6.2,1.85,
1059,Color,Robert Rodriguez,122.0,88.0,,640.0,Cheech Marin,2000.0,156641966,Action|Adventure|Comedy|Family|Sci-Fi,Alexa PenaVega,Spy Kids ,84325,4499,Daryl Sabara,0.0,brother sister relationship|espionage|rescue|secret agent|spy,205.0,English,USA,PG,48650000.0,2001,843.0,5.4,1.85,
1060,Color,David Mirkin,116.0,123.0,7.0,692.0,Anne Bancroft,931.0,56064293,Comedy|Crime|Romance,Sarah Silverman,Heartbreakers ,44168,2912,Jeffrey Jones,3.0,bank|infidelity|millionaire|money|scam,216.0,English,USA,PG-13,48650000.0,2001,754.0,6.2,2.35,989.0
1061,Color,John Whitesell,51.0,94.0,14.0,635.0,Angus T. Jones,1000.0,46366891,Action|Comedy|Crime|Family,Leslie Bibb,See Spot Run ,7392,4194,Paul Sorvino,0.0,boy|fbi|mailman|van|witness protection,53.0,English,USA,PG,48650000.0,2001,1000.0,5.4,1.85,393.0
1062,Color,Albert Hughes,208.0,122.0,117.0,140.0,Jason Flemyng,40000.0,43921648,Horror|Mystery|Thriller,Johnny Depp,From Hell ,124765,41636,Ian Richardson,1.0,freemason|jack the ripper|opium|prostitute|victorian era,541.0,English,USA,R,48650000.0,2001,1000.0,6.8,2.35,
1063,Color,Albert Hughes,208.0,122.0,117.0,140.0,Jason Flemyng,40000.0,43921648,Horror|Mystery|Thriller,Johnny Depp,From Hell ,124765,41636,Ian Richardson,1.0,freemason|jack the ripper|opium|prostitute|victorian era,541.0,English,USA,R,48650000.0,2001,1000.0,6.8,2.35,
1064,Color,Les Mayfield,44.0,94.0,10.0,141.0,Ronny Cox,694.0,18438330,Action|Western,Gregory Smith,American Outlaws ,12077,1668,Harris Yulin,2.0,legend|old west|outlaw|railroad|stealing from the rich,162.0,English,USA,PG-13,48650000.0,2001,605.0,6.0,1.85,433.0
1065,Color,Lasse Hallström,119.0,111.0,529.0,505.0,Scott Glenn,18000.0,15854096,Drama,Kevin Spacey,The Shipping News ,28542,19805,Jason Behr,3.0,employee employer relationship|husband wife relationship|newspaper|ship|wake,208.0,English,USA,R,48650000.0,2001,826.0,6.8,2.35,
1066,Color,Gore Verbinski,125.0,123.0,563.0,8000.0,Brad Pitt,24000.0,92863974,Adventure|Comedy|Crime|Romance,J.K. Simmons,The Mexican ,87351,43917,Julia Roberts,0.0,curse|hostage|mexico|pistol|vomiting,344.0,English,USA,R,47260000.0,2001,11000.0,6.1,2.35,2000.0
1067,Color,Michael Tollin,50.0,108.0,19.0,505.0,Brian Dennehy,973.0,27374508,Comedy|Drama|Romance|Sport,Marc Blucas,Summer Catch ,12993,3344,Bruce Davison,2.0,baseball|baseball player|night|rivalry|summer,107.0,English,USA,PG-13,47260000.0,2001,954.0,4.9,1.85,476.0
1068,Color,Andrzej Bartkowiak,107.0,101.0,43.0,655.0,Bill Duke,2000.0,71944452,Action|Comedy|Crime|Drama|Thriller,Michael Jai White,Exit Wounds ,27580,5942,Bruce McGill,0.0,corrupt cop|drug dealer|drugs|heroin|vice president,232.0,English,USA,R,45870000.0,2001,1000.0,5.5,2.35,742.0
1069,Color,Scott Hicks,135.0,101.0,96.0,442.0,Mika Boorem,12000.0,33618235,Drama|Mystery,Anthony Hopkins,Hearts in Atlantis ,30339,13811,Hope Davis,1.0,based on multiple works|bully|kiss|memory|mysterious stranger,268.0,English,USA,PG-13,43090000.0,2001,495.0,6.9,2.35,
1070,Color,J.B. Rogers,142.0,108.0,6.0,1000.0,Shannon Elizabeth,3000.0,201684579,Comedy,Alyson Hannigan,American Pie 2 ,200260,7872,Natasha Lyonne,0.0,beach|beach house|college|party|student,431.0,English,USA,R,41700000.0,2001,1000.0,6.4,1.85,
1071,Color,John A. Davis,66.0,82.0,8.0,179.0,Rob Paulsen,770.0,112480117,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Martin Short,Jimmy Neutron: Boy Genius ,23943,2251,Andrea Martin,0.0,alien|boy genius|children|genius|rescue,118.0,English,USA,G,41700000.0,2001,677.0,6.0,1.85,425.0
1072,Color,Chris Weitz,61.0,87.0,129.0,560.0,Mark Addy,979.0,89199428,Comedy|Fantasy,Chazz Palminteri,Down to Earth ,19079,2911,Wanda Sykes,1.0,angel|butler|heaven|manhattan new york city|reincarnation,122.0,English,USA,PG-13,41700000.0,2001,891.0,5.4,1.85,602.0
1073,Color,Ted Demme,147.0,124.0,47.0,877.0,Ethan Suplee,40000.0,73582610,Biography|Crime|Drama,Johnny Depp,Blow ,198066,43453,Jordi Mollà,1.0,1960s|1970s|california|cocaine|wealth,426.0,English,USA,R,41700000.0,2001,1000.0,7.6,2.35,13000.0
1074,Color,Daniel Sackheim,95.0,106.0,12.0,595.0,Bruce Dern,962.0,24952489,Crime|Drama|Mystery|Thriller,Chris Noth,The Glass House ,25462,4239,Trevor Morgan,1.0,car|car accident|death|friend|glass,200.0,English,USA,PG-13,41700000.0,2001,844.0,5.8,2.35,804.0
1075,Color,Peter Howitt,123.0,109.0,29.0,91.0,Richard Roundtree,779.0,15241640,Action|Crime|Drama|Thriller,Tyler Labine,Antitrust ,25558,1297,Ned Bellamy,2.0,boss|communications|computer|genius|job,221.0,English,USA,PG-13,41700000.0,2001,240.0,6.1,2.35,
1076,Color,Peter Chelsom,122.0,82.0,23.0,6.0,David Sparrow,11.0,69456427,Comedy|Romance,Lilli Lavine,Serendipity ,85423,37,Ann Talman,0.0,christmas|destiny|fate|love|serendipity,374.0,English,USA,PG-13,38920000.0,2001,9.0,6.9,1.85,12000.0
1077,Color,John Carpenter,156.0,98.0,,900.0,Clea DuVall,26000.0,11724095,Action|Horror|Sci-Fi,Jason Statham,Ghosts of Mars ,43006,28867,Natasha Henstridge,5.0,head on a stake|machine gun|martian|nuclear reactor|outer space,460.0,English,USA,R,38920000.0,2001,1000.0,4.9,2.35,
1078,Color,Woody Allen,116.0,103.0,11000.0,277.0,Elizabeth Berkley,11000.0,10420165,Comedy|Crime|Mystery|Romance,Woody Allen,The Curse of the Jade Scorpion ,31798,12534,Peter Gerety,0.0,efficiency expert|insurance investigator|magician|scorpion|thief,178.0,English,USA,PG-13,36140000.0,2001,893.0,6.8,1.37,826.0
1079,Color,J.B. Rogers,87.0,95.0,6.0,248.0,Chris Klein,849.0,7668224,Comedy|Romance,Eddie Cibrian,Say It Isn't So ,11375,2413,Jack Plotnick,2.0,bestiality|brother sister incest|fisting|hit on the head with a pipe|wedding,91.0,English,USA,R,34750000.0,2001,841.0,4.9,1.85,295.0
1080,Color,George Gallo,45.0,88.0,269.0,384.0,Eddie Griffin,1000.0,28103,Action|Comedy|Crime|Thriller,Daniel Roebuck,Double Take ,5431,2557,Garcelle Beauvais,2.0,cia|cia agent|fbi|mexico|train,50.0,English,USA,PG-13,33359999.999999996,2001,489.0,5.3,2.35,204.0
1081,Color,Chuck Sheetz,44.0,82.0,6.0,345.0,Andrew Lawrence,759.0,51008497,Animation|Comedy|Family|Mystery|Sci-Fi,Diedrich Bader,Recess: School's Out ,6808,2197,Dabney Coleman,0.0,friend|principal|summer|summer camp|summer vacation,38.0,English,USA,G,31969999.999999996,2001,563.0,6.5,1.85,227.0
1082,Color,Tony Goldwyn,92.0,97.0,956.0,99.0,Ellen Barkin,20000.0,37999865,Comedy|Romance,Hugh Jackman,Someone Like You... ,19709,20798,Catherine Dent,3.0,apartment|girl in panties|roommate|thong panties|upskirt,167.0,English,USA,PG-13,31969999.999999996,2001,551.0,6.1,1.85,
1083,Color,John Dahl,140.0,97.0,131.0,62.0,Jessica Bowman,23000.0,30542722,Mystery|Thriller,Paul Walker,Joy Ride ,53415,23242,Dell Yount,2.0,embarrassing male nudity|embarrassing nudity|male nudity|truck|truck driver,339.0,English,USA,R,31969999.999999996,2001,81.0,6.6,2.35,
1084,Color,Luke Greenfield,75.0,84.0,42.0,182.0,Michael Papajohn,436.0,77509498,Comedy|Sci-Fi,Louis Lombardi,The Animal ,47383,1203,Colleen Haskell,1.0,camera focus on a female butt|cartoon on tv|forest|hairy buttocks|seal the animal,132.0,English,USA,PG-13,30579999.999999996,2001,241.0,4.8,1.85,1000.0
1085,Color,Jessie Nelson,129.0,132.0,24.0,506.0,Loretta Devine,967.0,55976544,Drama,Dianne Wiest,I Am Sam ,121937,3152,Richard Schiff,0.0,child custody|custody battle|disability|mentally impaired man|single father,431.0,English,USA,PG-13,30579999.999999996,2001,912.0,7.6,1.85,15000.0
1086,Color,Kevin Smith,181.0,104.0,,898.0,Shannon Elizabeth,8000.0,41782546,Comedy,Will Ferrell,Jay and Silent Bob Strike Back ,128593,11632,Jason Mewes,5.0,internet|jay and silent bob|new jersey|orangutan|police,867.0,English,USA,R,30579999.999999996,2001,1000.0,6.9,2.35,
1087,Color,Dennis Dugan,97.0,96.0,221.0,110.0,Neil Diamond,240.0,26898680,Comedy|Crime|Romance,Amanda Detmer,Saving Silverman ,33287,664,Kyle Gass,1.0,female nudity|friend|kidnapping|love|nun,201.0,English,USA,PG-13,30579999.999999996,2001,226.0,5.9,1.85,739.0
1088,Color,Tommy O'Haver,63.0,87.0,13.0,869.0,Kirsten Dunst,15000.0,16068760,Comedy|Romance,Mila Kunis,Get Over It ,15617,22485,Carmen Electra,1.0,basketball|dancer|high school|love triangle|shakespeare's a midsummer night's dream,180.0,English,USA,PG-13,30579999.999999996,2001,4000.0,5.8,2.35,
1089,Color,Brian Trenchard-Smith,18.0,104.0,53.0,576.0,Udo Kier,2000.0,8304767,Action|Adventure|Fantasy|Sci-Fi|Thriller,Michael Biehn,Megiddo: The Omega Code 2 ,2253,4221,Franco Nero,0.0,armageddon|battle|end times|reference to satan|sequel,111.0,English,USA,PG-13,30579999.999999996,2001,595.0,4.1,1.85,158.0
1090,Color,Vondie Curtis-Hall,66.0,104.0,170.0,202.0,Max Beesley,736.0,5939987,Drama|Music|Romance,Mariah Carey,Glitter ,19412,1854,Valarie Pettiford,1.0,cult film|disc jockey|female protagonist|music business|one word title,308.0,English,USA,PG-13,30579999.999999996,2001,218.0,2.1,2.35,
1091,Color,Wes Anderson,220.0,110.0,,327.0,Anjelica Huston,13000.0,72771554,Comedy|Drama,Bill Murray,The Royal Tenenbaums ,209133,14609,Seymour Cassel,1.0,brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window,962.0,English,USA,R,29189999.999999996,2001,1000.0,7.6,2.35,
1092,Color,Brian Robbins,85.0,106.0,48.0,39.0,D.B. Sweeney,18000.0,55905394,Drama|Sport,Keanu Reeves,Hardball ,22649,18630,DeWayne Warren,3.0,coach|gambling|housing project|little league|little league baseball,131.0,English,USA,PG-13,29189999.999999996,2001,558.0,6.3,1.85,
